"","gene_id","gene_type","logFC","AveExpr"
"6992","RNA5SP101","rRNA_pseudogene",0.237165962584448,-0.134827552679816
"5248","OR14A2","protein_coding",0.216556312331721,-0.0234268935736769
"137","NADK","protein_coding",0.220706888652994,0.994542062260218
"16776","CTB-36O1.3","processed_pseudogene",0.254976007308593,-0.0397506682348917
"2673","RP4-663N10.2","unprocessed_pseudogene",0.178642335241021,2.19482023476934
"15006","PAPD7","protein_coding",0.183549036615082,3.22181106630147
"10212","IQCF6","protein_coding",0.232773507784469,1.12849326801056
"2553","NRBF2P3","processed_pseudogene",0.232593209644556,1.62249034156602
"15431","GDNF-AS1","antisense",0.205911963049659,2.60981747549007
"4086","GS1-120K12.4","lincRNA",0.220326558085784,-0.398552643663533
"703","RNU6-776P","snRNA",0.209113812616259,3.03490463541685
"12017","DCUN1D1","protein_coding",0.277566277873905,0.838871111933971
"8003","CYP2C56P","processed_pseudogene",0.2313309916867,4.19556922958424
"13426","RP11-44F21.3","antisense",-0.226425405103231,-0.549828401042692
"6932","UBTFL5","unprocessed_pseudogene",0.19959376358185,1.07817219839247
"11751","RP13-526J3.1","processed_pseudogene",0.444545017299581,-1.26295392836722
"14269","GYPE","protein_coding",0.189056712892896,0.669040986571603
"15994","ZBED3-AS1","antisense",0.228496572882893,0.924052830114124
"835","SLC30A2","protein_coding",0.203874344437364,-0.575972598463551
"18748","RPS10","protein_coding",0.218694658068988,0.267030746113699
"3313","PBXIP1","protein_coding",0.232084930452184,0.905869052183526
"6495","RAB11FIP5","protein_coding",0.217130578258114,-1.27229021944265
"3583","RP11-312J18.3","processed_pseudogene",0.185487238553166,0.848715550921173
"6718","KDM3A","protein_coding",0.180453227107494,3.51583011625693
"2317","RP11-286B14.1","lincRNA",-0.238767178238235,-1.22508938531655
"15066","TAS2R1","protein_coding",-0.276577384124746,5.96703592864414
"2286","RP5-837O21.2","processed_pseudogene",0.200733120747558,1.21614893308351
"1902","RP11-393N21.1","processed_pseudogene",0.254679447655552,-1.18618291193303
"10249","RP11-168J18.6","processed_pseudogene",-0.203284421716934,-1.25115262129969
"7364","AC010982.1","lincRNA",0.256715586398808,1.02176305811323
"5702","TPM3P7","processed_pseudogene",0.242374054842487,-1.12858966986663
"14551","FAM218BP","processed_pseudogene",-0.229153238771726,-1.13672126432948
"11805","MECOM","protein_coding",0.18803396468357,0.809016082948897
"16074","CKMT2","protein_coding",0.273186377023664,2.60180065965514
"17873","MIR3691","miRNA",0.20919511903229,0.726927306398424
"2013","RP11-415A20.1","lincRNA",0.204465407286301,0.251066210125646
"16270","Y_RNA","misc_RNA",0.287956657081695,-1.46227381402518
"2270","FNBP1L","protein_coding",-0.209039607786793,4.22540439272585
"4056","RP11-505O17.1","processed_pseudogene",0.219884668790365,0.218826958860877
"12894","RP11-177C12.4","processed_pseudogene",0.189897330399265,2.55065126356088
"908","FGR","protein_coding",0.238257687508903,-1.30825925976454
"2096","PRKACB","protein_coding",0.219269821329387,4.38990919790206
"5316","RNU6-1205P","snRNA",0.173564024385202,5.56140905989181
"6088","BCYRN1","scRNA",0.204357528803083,1.50803296087261
"612","MIR4695","miRNA",0.212743562831837,0.4604693966719
"1868","DNAJC6","protein_coding",0.206863490792662,1.03015551825701
"1439","CCNB1IP1P1","processed_pseudogene",0.184834841253621,2.45006254070596
"6322","LINC00309","lincRNA",0.317163480034558,-1.55475768458813
"4316","RP11-175B9.2","transcribed_processed_pseudogene",0.25691919171646,-1.25098771281394
"14968","CTD-2012M11.3","antisense",0.243307411626913,-0.758580920475925
"7265","BUB1","protein_coding",-0.248275211867924,7.35688700610782
"3222","RNU6-160P","snRNA",0.300481173618424,-1.25489873146548
"15499","RP11-116B13.1","processed_pseudogene",0.224457084288611,-1.10880276916896
"12758","SLIT2-IT1","sense_intronic",-0.212724114074018,-1.02597677700609
"5084","RP11-438O11.1","processed_pseudogene",0.196060616399148,-0.264812205273355
"7563","RP11-803A13.1","processed_pseudogene",0.173693490534369,1.37970247563463
"13901","RP11-255I10.1","processed_pseudogene",0.31158275338539,-1.63215912203445
"12564","AFAP1-AS1","antisense",0.204477469921614,0.244422922644262
"18492","RN7SKP186","misc_RNA",0.241945967045315,-0.503013939220758
"9016","DNER","protein_coding",0.401619567663876,-1.15839042497104
"3666","RN7SL861P","misc_RNA",0.217934863993838,0.316407486253455
"9192","AC011286.1","lincRNA",0.270859862915781,-0.232151998401215
"2937","PDIA3P1","transcribed_processed_pseudogene",0.190608895172499,3.14084011405555
"1867","RP4-700A9.1","processed_pseudogene",0.182197760292093,1.62695878763266
"13271","GNRHR","protein_coding",0.177968298734738,2.66865862052752
"17607","RP11-1334A24.6","antisense",0.186556083376331,1.46102695467323
"1194","EPHA10","protein_coding",0.259542081289119,1.1025894447808
"14526","RP11-580J4.1","processed_pseudogene",0.225692759589112,-0.169957669820366
"6183","AC012358.4","processed_pseudogene",0.220272282212573,0.649241252965972
"5617","AC012065.4","lincRNA",0.229507019025636,4.89125859244666
"8525","TRAK2","protein_coding",0.190688466138829,0.724549796234637
"15120","CTD-2042D5.1","processed_pseudogene",0.226315611573704,0.588016588036942
"5701","ASXL2","protein_coding",-0.229945411583109,0.620349493806552
"11945","ZNF639","protein_coding",0.181975029529713,5.90568623863499
"14806","RP11-173M11.2","processed_pseudogene",0.291393974608926,-1.22641722941526
"3089","RP11-316M1.12","antisense",0.261223938941363,-1.17774440247868
"2550","RP11-284N8.3","lincRNA",0.194288242863506,0.200820148723332
"5381","ALLC","protein_coding",0.197789469055804,0.463357555101749
"5747","C2orf53","protein_coding",0.183595599911472,1.47424586584325
"7124","AC068535.2","lincRNA",-0.206226082663612,3.89921342074217
"7473","AC114783.1","protein_coding",0.215232521167882,1.09504586452539
"18691","SLC39A7","protein_coding",0.210549137718423,1.91046391913714
"523","ZBTB17","protein_coding",0.198099348960809,-1.29410277216482
"11316","HMGB3P13","processed_pseudogene",0.214036195080842,2.95522683224045
"2516","GSTM3","protein_coding",0.208866073973956,5.05360037314176
"10495","UBE2Q2P9","processed_pseudogene",0.17222138007454,5.71013876435652
"11493","RP11-232M24.1","lincRNA",0.210640460189186,1.37434236267142
"12984","BEND4","protein_coding",0.194413911151479,0.982588177172964
"6769","FOXI3","protein_coding",0.216076649916634,1.34601653248851
"9524","RP11-536I6.1","lincRNA",0.209853411470078,3.18388487817284
"16623","CTD-2195M15.1","processed_pseudogene",-0.267039803629274,0.923096078777489
"8022","TTC21B-AS1","processed_transcript",0.166722983545706,1.84149465958125
"7781","GTDC1","protein_coding",0.176058843128871,3.34678026855475
"12903","RP11-617D20.2","lincRNA",0.206594241795263,2.95709929052199
"13738","ADH6","protein_coding",0.205381242084289,1.986145357593
"2832","RP11-403I13.10","processed_pseudogene",0.179515831304679,8.16244562572326
"140","CALML6","protein_coding",0.272256012220157,-1.43792918232722
"5121","MAP1LC3C","protein_coding",0.212664536463857,0.252389111313003
"1531","RP11-330M19.1","lincRNA",-0.209765923811219,5.38999754285515
"11625","GPR149","protein_coding",0.217773810823516,-0.334996018563009
"17151","GRPEL2","protein_coding",-0.19288670000941,4.55843727968069
"8597","AC125238.2","processed_pseudogene",0.195958572660922,1.34358723602972
"8343","GULP1","protein_coding",-0.194770632832697,-1.31690566186584
"5763","ZNF513","protein_coding",0.172492431058729,1.89366690848284
"14151","CTD-2012I17.1","lincRNA",0.195991633455053,0.648883573319758
"16196","CTD-2061E19.6","antisense",0.263058701324642,-1.19891752801527
"10011","SNORD77","snoRNA",0.169429730007263,5.29785087592552
"1471","TMA16P2","processed_pseudogene",0.218643115223342,-1.38216052973457
"920","RP3-426I6.5","sense_intronic",0.147486587817293,0.705448611552477
"13615","HSD17B11","protein_coding",0.17963294683013,3.80118411866071
"17433","MIR378E","miRNA",0.198086579037213,2.32613824484389
"8749","BARD1","protein_coding",0.202842426689801,-0.0586857549861722
"3377","KIAA0907","protein_coding",0.216240835043949,3.12518751176993
"8252","RP11-171I2.5","antisense",0.360638618081224,-1.16294683770169
"14829","RP11-565A3.2","lincRNA",0.211688208165445,0.672948755833571
"5514","RN7SL674P","misc_RNA",0.241712832171089,1.01023737840508
"5904","STRN","protein_coding",-0.178490326851981,6.83862343764413
"8473","AC093590.1","lincRNA",-0.218760682845608,-1.34126511906296
"10174","LSMEM2","protein_coding",0.304821121096017,-1.49063053532044
"6853","IGKV3D-20","IG_V_gene",0.220685299925095,0.155022298423082
"9388","LMCD1-AS1","antisense",0.187845101747194,-1.08397757269924
"1996","RP4-595K12.1","processed_pseudogene",0.206609827388088,-0.817636166921997
"3481","OR10K1","protein_coding",0.170901979001883,1.41974393564746
"9344","CNTN4-AS2","lincRNA",-0.190058701885919,4.36154390051334
"9262","ANKMY1","protein_coding",0.168058942728027,0.926679651253316
"14463","TDO2","protein_coding",0.213188016188184,-1.39802231367593
"7626","MED15P3","processed_pseudogene",0.231429649438031,0.843637389506616
"8531","AC007282.6","unprocessed_pseudogene",0.173229625271937,2.20432547422284
"1904","HNRNPCP9","processed_pseudogene",0.187736050355081,1.27811924598407
"15036","RP11-480D4.5","unprocessed_pseudogene",0.17529602654854,1.68900981525482
"4843","RP5-1139B12.3","antisense",0.183316383874921,2.57724839351023
"11457","U2SURP","protein_coding",0.18373775897249,1.03143064665426
"3189","KPRP","protein_coding",0.190565482037281,3.01182660615517
"9865","RPL14","protein_coding",0.249334587200934,-1.34303965423876
"5930","CYP1B1-AS1","antisense",0.300068445358866,-1.58611095143976
"8747","VWC2L-IT1","sense_intronic",0.233445881813332,-1.61496236469318
"8129","SP3","protein_coding",0.20647801614019,-0.365559406684707
"3368","YY1AP1","protein_coding",0.171629680258499,0.360148172131624
"4927","RP5-858B6.3","antisense",0.194791652889292,1.25774110786111
"11822","KRT18P43","processed_pseudogene",0.20747130161056,-1.32027012163563
"4453","RP11-343H5.4","processed_pseudogene",0.22528429007312,0.385670863867796
"11359","KRT8P36","processed_pseudogene",0.196776427667143,-1.45051198307156
"11167","RNU2-37P","snRNA",-0.184082127427481,0.930762681174483
"8149","AC018890.6","antisense",-0.204888210516934,0.236545921663181
"6302","OTX1","protein_coding",-0.190409397418252,4.91917254254743
"4856","HIST3H2BA","unitary_pseudogene",0.235164385864444,0.510973506707126
"9992","CXCR6","protein_coding",0.24238416088124,-1.55699906763827
"14245","RP11-208N20.1","lincRNA",0.23235292148482,0.567707517285941
"6528","BOLA3","protein_coding",0.162245206715759,2.86456198366916
"14605","RNY4P17","misc_RNA",0.265914191654536,-1.41749835199237
"8296","RPL31P15","processed_pseudogene",0.213602957496647,1.48312153513027
"15581","PELO","protein_coding",0.19204735715012,-0.553662513332311
"9991","FYCO1","protein_coding",0.21365354999449,-0.772475492576628
"15840","RP11-98J23.2","unprocessed_pseudogene",0.203978969647901,-1.31764123451897
"17227","RP11-54C4.1","transcribed_processed_pseudogene",0.197388312368658,-0.312111496126324
"1614","PDCL3P6","processed_pseudogene",0.235549643337215,1.28618385950857
"554","U1","lincRNA",0.204538955721494,3.38817933609856
"9989","CCR9","protein_coding",0.185212732490061,0.409314497631851
"10927","DRD3","protein_coding",0.186758222277761,0.488103015005223
"2980","Y_RNA","misc_RNA",0.162689737097861,2.13273072670073
"5623","GDF7","protein_coding",0.241590442438348,-1.23012403620636
"5813","AC105398.3","antisense",0.188394431782682,-0.378388373804468
"18942","RP11-256G5.1","processed_pseudogene",0.156203536397313,4.74431193732156
"14190","RP11-173E2.2","lincRNA",0.201992554394991,-1.39539231850968
"2672","NGF","protein_coding",0.160489852924283,1.41619296469655
"16639","CTC-573M9.1","sense_intronic",0.165695552243138,0.124019009230291
"18661","HLA-DQA2","protein_coding",0.179162618142439,0.58808058531523
"8074","AC007277.3","antisense",0.214114833684771,-0.0297868985817008
"16174","RP11-116A1.1","lincRNA",0.247366868374238,-1.50449753136137
"1313","FOXO6","protein_coding",0.175562727981053,0.406838027777224
"9151","AC114812.10","unprocessed_pseudogene",0.209513160871044,0.247967217297516
"1654","RP5-1024G6.2","antisense",-0.179883385896746,5.67583225833082
"17835","RP11-420L9.4","sense_overlapping",0.180460874076149,4.01004304329179
"12047","HTR3C","protein_coding",0.2016600266933,-0.688070186851387
"2046","PTGFR","protein_coding",0.166214229217324,0.719272677760168
"11563","EIF2A","protein_coding",0.279563920147346,-0.608734401390117
"17703","RP11-252I14.1","processed_pseudogene",0.233683531624035,-0.28522447524184
"14213","FTH1P24","processed_pseudogene",0.148033951493641,0.735861460161773
"13485","CXCL13","protein_coding",0.161617457070618,2.4850113508077
"7094","IL1R2","protein_coding",0.182283245932296,3.84979719849881
"12771","GPR125","protein_coding",0.158007414142816,1.59428047645851
"15496","GHR","protein_coding",0.164659867491438,2.22341661267025
"8273","FTH1P20","processed_pseudogene",0.252643763217957,-1.36338808434646
"718","ZBTB40-IT1","sense_intronic",-0.23765035873538,0.66702340476263
"6394","RP11-474G23.1","protein_coding",-0.20783217705206,0.999439454632834
"15111","RNU6-429P","snRNA",0.188422317462826,3.22394029192997
"6972","CIAO1","protein_coding",0.176023945473177,0.644653030221435
"13774","RP11-499E18.1","lincRNA",0.216183223697373,2.82344477547278
"1159","SH3D21","protein_coding",0.173366525852935,1.49414795323509
"7904","NR4A2","protein_coding",0.187357025736424,2.03860422794409
"1799","RPS15AP7","processed_pseudogene",0.226849742847004,-1.19698780286488
"2919","AC243756.2","processed_pseudogene",-0.157812624673025,4.11082882434584
"17511","CTB-43E15.1","lincRNA",0.178942959771581,0.775139788394438
"2023","ZZZ3","protein_coding",0.218059688912582,-1.09490611564885
"5822","SNORA64","snoRNA",0.19873144264752,-1.19692483563408
"7196","SULT1C3","protein_coding",0.15943510974947,0.613626167539529
"17807","RP1-90J20.10","unprocessed_pseudogene",-0.236594350805123,-1.31539350660287
"13458","FAM47E-STBD1","protein_coding",0.198125303284992,0.252433040012781
"1989","RP11-510C10.2","antisense",0.193883790495836,3.42856804509741
"603","RP11-174G17","antisense",0.213436470177987,4.7016251980542
"18036","MIR4639","miRNA",0.211124688363459,-0.0260343737489022
"11640","RP11-639F1.1","unprocessed_pseudogene",-0.217929816217936,0.669948801271888
"15082","CCT5","protein_coding",0.198514762751342,0.528766146028706
"116","ATAD3C","protein_coding",0.175649482620229,0.101119542270504
"8877","GLB1L","protein_coding",0.180999348023126,3.92584359373851
"15045","MTND6P2","processed_pseudogene",0.224262478645624,-0.440519657251493
"18548","DDX39B","protein_coding",0.206802461657084,-0.924247863019937
"1941","RP11-180O5.2","antisense",0.203336734369027,-1.29961995063415
"12141","ST6GAL1","protein_coding",-0.216541709848836,5.41495462855409
"8295","DNAJC10","protein_coding",0.228087358730216,-1.43947030368384
"3962","RALGPS2","protein_coding",0.191687305354734,-1.08245934336601
"12009","RPL7L1P8","processed_pseudogene",0.22863862408993,-1.43759707267837
"10507","RNU1-62P","snRNA",0.199858057967994,4.26028069310958
"8896","ASIC4","protein_coding",0.209255886658419,-0.857610203543414
"14613","PTGES3P3","processed_pseudogene",0.218441651289444,2.04741536142193
"9706","GADL1","protein_coding",0.213912473915839,-1.42193054655708
"13213","MIR548AG1","miRNA",0.171072205113498,2.38692706553654
"14018","RP11-96A1.5","lincRNA",0.223623945802706,-1.52203033735255
"9471","RP11-169K17.4","antisense",0.218044065318787,-0.672035426459658
"1006","SEPW1P","processed_pseudogene",0.20186298872446,-0.719302235731165
"7008","AC159540.3","lincRNA",0.174851446906939,5.28063633546791
"553","RP4-798A10.4","lincRNA",0.209310590490107,2.15988256308394
"8053","BBS5","protein_coding",-0.220447429892698,-1.13681000066722
"18105","RP11-524C21.2","lincRNA",0.245536939312019,-0.366327180885205
"8008","SNORA70F","snoRNA",0.22463584276773,-1.50942450577268
"6781","IGKJ4","IG_J_gene",0.142711133906893,5.27421834841739
"17203","TNIP1","protein_coding",0.203641656209756,0.65819446468676
"15081","CTD-2256P15.1","antisense",0.175209426305395,0.712827450410592
"5586","NT5C1B","protein_coding",0.21559723913732,2.1964398447035
"7982","AC062022.1","processed_pseudogene",0.159395937583248,2.33640618891259
